"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","1980",11.865,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","1981",10.843,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","1982",11.429,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","1983",11.962,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","1984",12.433,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","1985",13.308,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","1986",14.491,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","1987",14.699,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","1988",14.213,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","1989",14.344,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","1990",13.751,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","1991",14.071,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","1992",14.218,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","1993",14.854,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","1994",15.806,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","1995",14.775,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","1996",14.541,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","1997",14.355,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","2004",10.767,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","2005",10.697,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","2006",11.308,
"NZL","PHARMAEXP","TOT","PC_HEALTHXP","A","2007",10.394,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1970",8.564,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1971",7.933,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1972",7.166,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1973",7.057,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1974",7.236,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1975",7.103,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1976",6.876,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1977",6.355,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1978",5.545,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1979",5.787,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1980",11.023,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1981",10.847,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1982",10.88,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1983",10.673,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1984",10.941,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1985",10.661,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1986",10.51,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1987",10.322,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1988",7.712,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1989",8.141,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1990",7.659,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1991",7.799,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1992",7.903,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1993",10.101,"B"
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1994",9.282,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1995",9.514,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1996",9.653,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1997",9.633,"B"
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1998",9.592,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","1999",9.601,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2000",10.212,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2001",9.993,"B"
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2002",10.057,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2003",9.877,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2004",10.062,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2005",9.662,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2006",9.232,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2007",8.579,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2008",7.95,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2009",7.606,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2010",7.653,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2011",7.998,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2012",7.733,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2013",7.589,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2014",7.49,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2015",7.676,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2016",7.566,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2017",7.636,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2018",7.307,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2019",6.995,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2020",7.182,
"NOR","PHARMAEXP","TOT","PC_HEALTHXP","A","2021",7.29,"P"
"POL","PHARMAEXP","TOT","PC_HEALTHXP","A","2002",29.509,
"POL","PHARMAEXP","TOT","PC_HEALTHXP","A","2003",31.574,
"POL","PHARMAEXP","TOT","PC_HEALTHXP","A","2004",31,
"POL","PHARMAEXP","TOT","PC_HEALTHXP","A","2005",29.762,
"POL","PHARMAEXP","TOT","PC_HEALTHXP","A","2006",28.819,
"POL","PHARMAEXP","TOT","PC_HEALTHXP","A","2007",26.54,
"POL","PHARMAEXP","TOT","PC_HEALTHXP","A","2008",24.605,
"POL","PHARMAEXP","TOT","PC_HEALTHXP","A","2009",24.574,
"POL","PHARMAEXP","TOT","PC_HEALTHXP","A","2010",24.333,
"POL","PHARMAEXP","TOT","PC_HEALTHXP","A","2011",24.148,
"POL","PHARMAEXP","TOT","PC_HEALTHXP","A","2012",22.255,
"POL","PHARMAEXP","TOT","PC_HEALTHXP","A","2013",21.704,
"POL","PHARMAEXP","TOT","PC_HEALTHXP","A","2014",21.468,
"POL","PHARMAEXP","TOT","PC_HEALTHXP","A","2015",21.213,
"POL","PHARMAEXP","TOT","PC_HEALTHXP","A","2016",20.983,
"POL","PHARMAEXP","TOT","PC_HEALTHXP","A","2017",20.331,
"POL","PHARMAEXP","TOT","PC_HEALTHXP","A","2018",20.794,
"POL","PHARMAEXP","TOT","PC_HEALTHXP","A","2019",19.699,
"POL","PHARMAEXP","TOT","PC_HEALTHXP","A","2020",19.735,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1970",14.226,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1977",20.706,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1978",24.23,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1979",25.041,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1980",20.977,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1981",19.472,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1982",18.984,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1983",20.083,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1984",20.577,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1985",25.954,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1986",23.01,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1987",25.339,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1988",23.255,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1989",24.267,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1990",25.305,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1991",24.786,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1992",25.336,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1993",26.203,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1994",26.03,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1995",24.275,"B"
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1996",24.626,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1997",24.72,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","1998",24.15,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2000",21.566,"B"
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2001",22.192,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2002",22.255,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2003",22.043,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2004",22.096,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2005",21.904,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2006",22.131,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2007",21.985,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2008",20.936,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2009",19.966,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2010",19.215,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2011",18.315,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2012",17.091,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2013",16.062,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2014",15.89,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2015",15.883,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2016",15.428,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2017",15.013,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2018",14.676,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2019",14.775,
"PRT","PHARMAEXP","TOT","PC_HEALTHXP","A","2020",15.647,
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","1999",34.81,
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2000",34.69,
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2001",34.657,
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2002",37.564,
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2003",40.239,
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2004",34.185,
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2005",33.282,"B"
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2006",31.128,
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2007",29.372,
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2008",30.159,
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2009",29.429,
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2010",29.198,
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2011",28.72,
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2012",26.544,"B"
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2013",26.535,
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2014",27.029,
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2015",26.866,
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2016",26.594,
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2017",26.39,
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2018",25.513,
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2019",24.439,
"SVK","PHARMAEXP","TOT","PC_HEALTHXP","A","2020",23.721,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","1980",21.807,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","1981",21.468,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","1982",22.189,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","1983",20.64,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","1984",19.24,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","1985",21.034,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","1986",19.646,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","1987",19.317,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","1988",18.402,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","1989",18.798,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","1990",18.556,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","1995",19.775,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","1996",20.275,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","1997",21.321,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","1998",21.66,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","1999",22.123,"B"
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2000",21.958,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2001",21.949,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2002",22.65,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2003",21.418,"B"
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2004",20.677,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2005",19.935,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2006",18.819,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2007",18.094,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2008",17.483,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2009",17.225,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2010",17.05,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2011",16.328,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2012",15.808,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2013",16.278,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2014",15.61,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2015",15.298,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2016",15.875,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2017",15.386,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2018",15.216,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2019",14.773,
"ESP","PHARMAEXP","TOT","PC_HEALTHXP","A","2020",15.069,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1970",7.666,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1971",7.768,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1972",8.49,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1973",9.326,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1974",8.995,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1975",8.56,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1976",8.118,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1977",7.701,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1978",7.507,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1979",7.381,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1980",6.974,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1981",7.019,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1982",7.298,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1983",7.393,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1984",7.157,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1985",7.671,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1986",7.933,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1987",8.143,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1988",7.585,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1989",8.6,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1990",8.628,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1991",9.154,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1992",10.108,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1993",11.203,"B"
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1994",12.355,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1995",12.929,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1996",14.254,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1997",13.028,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1998",14.286,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","1999",14.635,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2000",14.511,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2001",14.856,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2002",14.962,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2003",14.457,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2004",14.358,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2005",14.169,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2006",14.186,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2007",13.889,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2008",13.893,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2009",13.742,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2010",13.582,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2011",10.475,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2012",10.358,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2013",10.05,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2014",10.024,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2015",10.09,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2016",10.227,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2017",9.825,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2018",9.914,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2019",9.604,
"SWE","PHARMAEXP","TOT","PC_HEALTHXP","A","2020",9.754,"P"
"CHE","PHARMAEXP","TOT","PC_HEALTHXP","A","2010",12.303,
"CHE","PHARMAEXP","TOT","PC_HEALTHXP","A","2011",12.147,
"CHE","PHARMAEXP","TOT","PC_HEALTHXP","A","2012",11.996,
"CHE","PHARMAEXP","TOT","PC_HEALTHXP","A","2013",11.804,
"CHE","PHARMAEXP","TOT","PC_HEALTHXP","A","2014",11.612,
"CHE","PHARMAEXP","TOT","PC_HEALTHXP","A","2015",11.699,
"CHE","PHARMAEXP","TOT","PC_HEALTHXP","A","2016",11.927,
"CHE","PHARMAEXP","TOT","PC_HEALTHXP","A","2017",12.025,"B"
"CHE","PHARMAEXP","TOT","PC_HEALTHXP","A","2018",12.09,"B"
"CHE","PHARMAEXP","TOT","PC_HEALTHXP","A","2019",11.902,
"CHE","PHARMAEXP","TOT","PC_HEALTHXP","A","2020",12.003,
"TUR","PHARMAEXP","TOT","PC_HEALTHXP","A","1981",10.714,
"TUR","PHARMAEXP","TOT","PC_HEALTHXP","A","1982",12.903,
"TUR","PHARMAEXP","TOT","PC_HEALTHXP","A","1983",11.905,
"TUR","PHARMAEXP","TOT","PC_HEALTHXP","A","1984",10.938,
"TUR","PHARMAEXP","TOT","PC_HEALTHXP","A","1985",13.889,
"TUR","PHARMAEXP","TOT","PC_HEALTHXP","A","1986",12.403,
"TUR","PHARMAEXP","TOT","PC_HEALTHXP","A","1987",13.333,
"TUR","PHARMAEXP","TOT","PC_HEALTHXP","A","1990",22.021,
"TUR","PHARMAEXP","TOT","PC_HEALTHXP","A","1994",31.628,
"TUR","PHARMAEXP","TOT","PC_HEALTHXP","A","1999",27.339,"B"
"TUR","PHARMAEXP","TOT","PC_HEALTHXP","A","2000",27.806,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1970",15.819,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1971",15.992,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1972",15.6,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1973",15.005,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1974",14.959,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1975",12.706,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1976",13.111,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1977",13.654,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1978",13.849,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1979",13.627,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1980",13.528,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1981",13.383,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1982",14.488,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1983",14.289,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1984",15.156,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1985",15.008,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1986",15.07,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1987",14.468,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1988",14.664,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1989",14.777,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1990",14.485,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1991",14.7,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1992",15.092,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1993",15.52,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1994",15.948,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1995",16.126,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","1996",16.546,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","2013",12.595,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","2014",12.467,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","2015",12.408,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","2016",12.249,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","2017",12.147,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","2018",11.59,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","2019",11.235,
"GBR","PHARMAEXP","TOT","PC_HEALTHXP","A","2020",11.759,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","1987",8.695,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","1988",8.634,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","1989",8.65,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","1990",8.77,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","1991",8.666,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","1992",8.304,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","1993",8.076,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","1994",8.063,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","1995",8.39,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","1996",9.911,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","1997",9.346,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","1998",9.911,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","1999",10.883,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2000",11.499,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2001",11.962,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2002",12.276,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2003",12.64,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2004",12.85,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2005",12.845,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2006",13.132,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2007",13.02,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2008",12.897,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2009",12.873,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2010",12.522,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2011",12.429,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2012",12.147,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2013",11.979,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2014",12.533,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2015",12.715,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2016",12.27,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2017",11.951,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2018",11.759,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2019",11.763,
"USA","PHARMAEXP","TOT","PC_HEALTHXP","A","2020",11.044,
"CHL","PHARMAEXP","TOT","PC_HEALTHXP","A","2019",13.961,
"CHL","PHARMAEXP","TOT","PC_HEALTHXP","A","2020",12.357,"D"
"EST","PHARMAEXP","TOT","PC_HEALTHXP","A","1999",19.973,
"EST","PHARMAEXP","TOT","PC_HEALTHXP","A","2000",22.79,
"EST","PHARMAEXP","TOT","PC_HEALTHXP","A","2001",25.52,
"EST","PHARMAEXP","TOT","PC_HEALTHXP","A","2002",27.158,
"EST","PHARMAEXP","TOT","PC_HEALTHXP","A","2003",25.702,
"EST","PHARMAEXP","TOT","PC_HEALTHXP","A","2004",25.634,"B"
"EST","PHARMAEXP","TOT","PC_HEALTHXP","A","2005",23.114,
"EST","PHARMAEXP","TOT","PC_HEALTHXP","A","2006",21.048,
"EST","PHARMAEXP","TOT","PC_HEALTHXP","A","2007",19.899,
"EST","PHARMAEXP","TOT","PC_HEALTHXP","A","2008",18.788,
"EST","PHARMAEXP","TOT","PC_HEALTHXP","A","2009",19.983,
"EST","PHARMAEXP","TOT","PC_HEALTHXP","A","2010",20.458,
"EST","PHARMAEXP","TOT","PC_HEALTHXP","A","2011",19.87,
"EST","PHARMAEXP","TOT","PC_HEALTHXP","A","2012",20.15,
"EST","PHARMAEXP","TOT","PC_HEALTHXP","A","2013",19.327,
"EST","PHARMAEXP","TOT","PC_HEALTHXP","A","2014",17.994,
"EST","PHARMAEXP","TOT","PC_HEALTHXP","A","2015",17.538,
"EST","PHARMAEXP","TOT","PC_HEALTHXP","A","2016",18.406,
